consola
0 0 0 0 1664 0 0
7 34 10 33 1664 0 0
15 11 6 33 1664 0 0.00364964
25 31 1 31 1664 0 0.0114703
22 41 2 35 1664 0 0.0245047
26 35 0 34 1664 0 0.035975
26 34 1 33 1664 0 0.0495308
6 11 10 33 1664 0 0.0630865
14 46 7 35 1664 0 0.0662148
14 46 6 35 1664 0 0.0735141
20 20 3 33 1664 0 0.0808133
24 24 1 25 1664 0 0.0912409
12 16 5 8 1664 0 0.103754
15 4 6 15 1664 0 0.11001
8 8 9 7 1664 0 0.117831
21 38 2 33 1664 0 0.122002
23 33 2 32 1664 0 0.132951
21 31 3 31 1664 0 0.144943
21 32 3 32 1664 0 0.155892
21 33 3 32 1664 0 0.16684
25 31 1 31 1664 0 0.177789
19 32 4 31 1664 0 0.190824
22 32 2 31 1664 0 0.20073
22 31 2 31 1664 0 0.2122
22 33 2 32 1664 0 0.22367
22 32 2 32 1664 0 0.235141
8 26 9 25 1664 0 0.246611
13 33 5 25 1664 0 0.250782
19 26 3 25 1664 0 0.25756
21 13 3 19 1664 0 0.267466
20 26 4 25 1664 0 0.278415
15 34 7 33 1664 0 0.288843
27 45 0 34 1664 0 0.296663
27 31 0 31 1664 0 0.31074
21 31 3 31 1664 0 0.324818
22 33 2 32 1664 0 0.335766
23 31 2 31 1664 0 0.347237
19 31 4 31 1664 0 0.359228
19 31 4 31 1664 0 0.369135
23 33 1 32 1664 0 0.379041
22 31 2 31 1664 0 0.391032
19 31 4 31 1664 0 0.402503
17 32 4 31 1664 0 0.412409
22 31 3 31 1664 0 0.421272
19 31 5 31 1664 0 0.432742
25 31 1 31 1664 0 0.442649
22 31 2 31 1664 0 0.455683
25 33 1 32 1664 0 0.467153
21 31 3 31 1664 0 0.480188
26 40 1 32 1664 0 0.491137
22 31 3 31 1664 0 0.504692
22 33 2 32 1664 0 0.516163
23 31 2 31 1664 0 0.527633
22 32 2 31 1664 0 0.539625
27 31 0 31 1664 0 0.551095
25 31 1 31 1664 0 0.565172
26 31 0 31 1664 0 0.578206
27 31 0 31 1664 0 0.591762
22 31 2 31 1664 0 0.605839
12 44 8 34 1664 0 0.61731
21 38 3 33 1664 0 0.623566
13 44 6 34 1664 0 0.634515
22 15 2 31 1664 0 0.641293
27 4 0 -6 1664 0 0.652763
16 10 0 34 1664 0 0.66684
20 26 3 25 1664 0 0.675182
21 34 3 33 1664 0 0.68561
20 26 3 25 1664 0 0.696559
21 34 2 33 1664 0 0.706986
22 26 2 25 1664 0 0.717935
25 34 0 34 1664 0 0.729406
23 36 2 25 1664 0 0.74244
20 33 3 33 1664 0 0.754432
19 34 4 34 1664 0 0.764859
18 45 3 34 1664 0 0.774765
21 33 4 33 1664 0 0.78415
19 33 4 33 1664 0 0.795099
23 25 2 25 1664 0 0.805005
20 25 3 25 1664 0 0.816997
23 26 2 25 1664 0 0.827424
21 35 3 25 1664 0 0.839416
21 35 2 25 1664 0 0.850365
21 25 4 25 1664 0 0.861314
19 26 4 25 1664 0 0.872263
22 33 1 32 1664 0 0.882169
20 25 3 24 1664 0 0.893639
24 24 1 24 1664 0 0.904067
26 24 0 24 1664 0 0.91658
24 24 1 24 1664 0 0.930136
24 35 1 24 1664 0 0.942649
20 24 3 24 1664 0 0.955162
19 44 3 34 1664 0 0.965589
5 48 11 38 1664 0 0.975495
18 44 5 34 1664 0 0.978102
24 10 1 18 1664 0 0.987487
0 0 0 0 0 0 0
